2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 119 - Energy (kJ/mole): -1297781.5092199778
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 120 - Energy (kJ/mole): -1297994.2396887233
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 121 - Energy (kJ/mole): -1298216.7435949529
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 122 - Energy (kJ/mole): -1299975.9935949552
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 123 - Energy (kJ/mole): -1299917.3295324575
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 124 - Energy (kJ/mole): -1300344.786563727
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 125 - Energy (kJ/mole): -1301175.395938725
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 126 - Energy (kJ/mole): -1301661.442813694
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 127 - Energy (kJ/mole): -1302106.532657455
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 128 - Energy (kJ/mole): -1302614.0092200008
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 129 - Energy (kJ/mole): -1303125.11859499
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 130 - Energy (kJ/mole): -1303236.087344986
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 131 - Energy (kJ/mole): -1305095.7631262091
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 132 - Energy (kJ/mole): -1304779.6967199796
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 133 - Energy (kJ/mole): -1304957.653751202
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 134 - Energy (kJ/mole): -1305322.2084387431
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 135 - Energy (kJ/mole): -1306053.3646887105
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 136 - Energy (kJ/mole): -1306754.528751206
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 137 - Energy (kJ/mole): -1307840.540469963
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 138 - Energy (kJ/mole): -1307949.8256262317
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 139 - Energy (kJ/mole): -1308169.5326574603
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 140 - Energy (kJ/mole): -1309147.8178137038
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 141 - Energy (kJ/mole): -1308572.3529699543
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 142 - Energy (kJ/mole): -1309454.23187624
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 143 - Energy (kJ/mole): -1310025.794376223
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 144 - Energy (kJ/mole): -1310449.4662512138
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 145 - Energy (kJ/mole): -1311067.6889075043
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 146 - Energy (kJ/mole): -1312075.2787512124
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 147 - Energy (kJ/mole): -1311971.8217199936
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 148 - Energy (kJ/mole): -1311981.9975012213
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 149 - Energy (kJ/mole): -1312455.1459387124
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 150 - Energy (kJ/mole): -1312782.368594971
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 151 - Energy (kJ/mole): -1313276.4154699717
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 152 - Energy (kJ/mole): -1313814.8803136637
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 153 - Energy (kJ/mole): -1314247.9428137313
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 154 - Energy (kJ/mole): -1316068.2006262091
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 155 - Energy (kJ/mole): -1315288.2826574561
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 156 - Energy (kJ/mole): -1315269.044376252
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 157 - Energy (kJ/mole): -1315602.3803137178
2026/03/19 05:36:31 tmp_9wpfnyv,line: 60     INFO | Iteration: 158 - Energy (kJ/mole): -1315762.1537512357
